day,event_id,machine_partno,machine,problem,fixed_by,fix_detail,issue_dt,finish_dt
26,TCSM172608251458,M20101,TCSM17,น็อตหัวคอนโทน พอร์ยขาด,h351821,เปลี่ยนน๊อตหัว Center point,2025-08-26 14:58:38,2025-08-26 16:30:00
23,RZB52408230129,M20101,RZB5,ตุ๊ดบล็อคลม,H353350,เปลี่ยนน้ำ Dissolution ใหม่ครับ,2023-08-24 01:29:44,2023-08-24 02:00:00
18,PAP161805231117,M08401,PAP16,ฺฺB/D Trun up ไม่สุด,H353350,เปลี่ยนน้ำยา Dissolution ใหม่,2023-05-18 11:17:32,2023-05-18 12:10:00
17,RZB21805230506,M08401,RZB2,Tube เป็นจีบด้าน R,็H353350,เปลี่ยนน้ำยา Dissolution ใหม่ครับ,2023-05-18 05:06:57,2023-05-18 06:00:00
4,PAP160412241807,M08301,PAP16,มีดRIC ตัดไม่ขาด,h354217,เปลี่ยนบมีดให้ใหม่,2024-12-04 18:07:24,2024-12-04 18:18:00
7,B30705260916,,B3,ิ3(908)แกนชาร์ปแกว่ง,h354217,เปลี่ยนบูช แกนshaft,2026-05-07 09:16:59,2026-05-07 14:00:00
14,B31405250825,,B3,(647)แกน shaft แกว่ง,h354217,เปลี่ยนบูช ปลายshaftให้ใหม่,2025-05-14 08:25:33,2025-05-14 09:00:00
30,PAP163004260822,M15501,PAP16,ใบมีด RIC ด้าน R ตัดไม่ขาด,h351821,เปลี่ยนบูชคันกด Ric,2026-04-30 08:22:54,2026-04-30 09:00:00
8,B30805231411,,B3,Drum ซ่าย,H353362,เปลี่ยนปลอก key drum,2023-05-08 14:11:37,2023-05-08 14:00:00
4,TCSM110401242334,M01103,TCSM11,เปลี่ยนผ้าSock,H355343,เปลี่ยนผ้า  Sock,2024-01-04 23:34:22,2024-01-04 23:50:00
4,TCSM170509240007,M18801,TCSM17,ผ้า Sock ขาด,h351821,เปลี่ยนผ้า  Sock,2024-09-05 00:07:03,2024-09-05 00:30:00
5,TCSM110507251651,M01103,TCSM11,sock ชำรุด,้h351821,เปลี่ยนผ้า  Sock,2025-07-05 16:51:13,2025-07-05 17:20:00
7,TCSM130707241340,M05102,TCSM13,sock  ขาด,h351821,เปลี่ยนผ้า  Sock,2024-07-07 13:40:31,2024-07-07 13:30:00
10,TCSM171007231315,M18801,TCSM17,ผ้า  sock  -kf,h351821,เปลี่ยนผ้า  Sock,2023-07-10 13:15:25,2023-07-10 13:40:00
14,BNS161505240533,M15501,BNS16,เปลี่ยนผ้าซอกส์,h351821,เปลี่ยนผ้า  Sock,2024-05-15 05:33:20,2024-05-16 06:00:00
23,TCSM132402240238,M05102,TCSM13,เบลี่ยนผ้า sock,้351821,เปลี่ยนผ้า  Sock,2024-02-24 02:38:36,2024-02-24 02:55:00
26,TCSM132603261608,M05102,TCSM13,ผ้าซ็อค ขาด,h351821,เปลี่ยนผ้า  Sock,2026-03-26 16:08:58,2026-03-26 16:50:00
27,BNS212712231434,M08401,BNS21,เปลี่ยนผ้าซ๊อก,้355565,เปลี่ยนผ้า  Sock,2023-12-27 14:34:35,2023-12-27 03:15:00
6,TCSM110607220826,M01103,TCSM11,ผ้า  Sock  ขาด,h351821,เปลี่ยนผ้า  Sock  ใหม่,2022-07-06 08:26:20,2022-07-07 09:30:00
29,TCSM172906261715,M18801,TCSM17,เปลี่ยนผ้าโรเรอ DXY,h351821,เปลี่ยนผ้า Roller  BXY,2026-06-29 17:15:58,2026-06-29 18:00:00
20,TCSM172012251533,M18801,TCSM17,ผ้าSoxขาด,h351821,เปลียนผ้า Sock,2025-12-20 15:33:15,2025-12-20 16:00:00
2,TCSM130307250405,M05102,TCSM13,เปลี่ยนผ้า sock ผ้าชำรุด,h351821,เปลี่ยนผ้า Sock,2025-07-03 04:05:44,2025-07-03 04:30:00
24,BNS182409251401,M18801,BNS18,เปลี่ยนผ้าซ็อก,h351821,เปลี่ยนผ้า Sock,2025-09-24 14:01:59,2025-09-24 14:45:00
11,BNS161103260816,M20001,BNS16,เปลี่ยนผ้า ซอฟฝั่ง Rolldown,h351821,เปลี่ยนผ้า Sock   AR,2026-03-11 08:16:05,2026-03-11 09:00:00
8,BNS160808241747,M15702,BNS16,ผ้าซ็อก ฝั้งRolling down ขาด,H355773,เปลี่ยนผ้า sock MSB ให้ใหม่2ข้าง,2024-08-08 17:47:05,2024-08-08 18:00:00
4,BNS160408251939,M15501,BNS16,ผ้า Sock ขาด,H353362,เปลี่ยนผ้า sock msb ด้าน R,2025-08-04 19:39:09,2025-08-04 19:15:00
21,BNS212106241321,M08201,BNS21,เปลี่ยนผ้า sock,h354217,เปลี่ยนผ้า Sock ใหม่,2024-06-21 13:21:02,2024-06-21 13:39:00
25,TCSM172504230738,M18801,TCSM17,ผ้าcoxขาด,H355773,เปลี่ยนผ้า Sock ใหม่,2023-04-25 07:38:28,2023-04-25 08:30:00
26,BNS142606221038,M15501,BNS14, Bandage Off center,H353350,เปลี่ยนผ้า sock ฝั่ง drum form ใหม่ครับ,2022-06-26 10:38:33,2022-06-26 13:25:00
22,TCSM122311250000,M05102,TCSM12,ผ้าSockขาด,h351821,เปลี่ยนผ้า Sock.    TCSM#13   OP  ลงเครื่องผิด,2025-11-23 00:00:41,2025-11-23 00:20:00
29,TCSM172906261704,M18801,TCSM17,เปลียนผ้าmop DXy,้354256,เปลียนผ้าmop DXy,2026-06-29 17:04:32,2026-06-29 17:20:00
2,TCSM170210231339,M18801,TCSM17,เปลี่ยนผ้าRoller.B.x.yใหม่,h354217,เปลี่ยนผ้าRoller B.X.Y,2023-10-02 13:39:27,2023-10-02 13:59:00
9,TCSM170901241136,M18801,TCSM17,เปลี่ยนผ้าRoller.D.x.y.เป็นขุย,h354217,เปลี่ยนผ้าRoller D.x.y,2024-01-09 11:36:35,2024-01-09 11:59:00
2,BNS160311240113,M08401,BNS16,ผ้า Soft เป็นขุย,h354217,เปลี่ยนผ้าsck msb ใหม่,2024-11-03 01:13:56,2024-11-03 01:27:00
22,TCSM172209230852,M18801,TCSM17,Shockขาด,้h354256,เปลี่ยนผ้าshockใหม่,2023-09-22 08:52:56,2023-09-22 09:05:00
20,TCSM172001250757,M18801,TCSM17,เปลี่ยนผ้าSoxใหม่,H355773,เปลี่ยนผ้าsock,2025-01-20 07:57:03,2025-01-20 08:10:00
20,BNS162001251409,M20001,BNS16,ผ้าซ็อก ขาด,H355773,เปลี่ยนผ้าsock MSB AR,2025-01-20 14:09:43,2025-01-20 14:25:00
12,BNS141206262339,M08201,BNS14,เปลี่ยนผ้าซ็อก,h354217,เปลี่ยนผ้าSock MSB ด้านR,2026-06-12 23:39:07,2026-06-12 23:46:00
10,TCSM171009241616,M18801,TCSM17,ผ้า Sock ขาด,h351821,เปลี่ยนผ้าsock Tcsm,2024-09-10 16:16:48,2024-09-10 16:25:00
5,TCSM170604250118,M18801,TCSM17,Sockขาด,h354217,เปลี่ยนผ้าsock ใหม่,2025-04-06 01:18:18,2025-04-06 01:29:00
18,TCSM171901260359,M18801,TCSM17,ผ้าSoxขาด,h354217,เปลี่ยนผ้าsock ใหม่,2026-01-19 03:59:49,2026-01-19 04:14:00
31,BNS140102240135,M06201,BNS14,เปลี่ยนผ้าซ๊อก,h354217,เปลี่ยนผ้าsock ใหม่,2024-02-01 01:35:06,2024-02-01 01:45:00
25,BNS192505231200,M19001,BNS19,เปลี่ยนผ้าซอคใหม่,h354217,เปลี่ยนผ้าSOCk ใหม่ (ของเก่า),2023-05-25 12:00:19,2023-05-25 12:20:00
2,TCSM170208231346,M18801,TCSM17,เปลี่ยนผ้า sock,้h355565,เปลี่ยนผ้าsock ไหม่,2023-08-02 13:46:32,2023-08-02 13:50:00
25,TCSM172506260821,M18801,TCSM17,ผ้าSockขาด,h354217,เปลี่ยนผ้าsock พร้อมคลีนจารบี,2026-06-25 08:21:53,2026-06-25 08:50:00
15,TCSM171510251120,M20101,TCSM17,ผ้าซอคขาด,H355773,เปลี่ยนผ้าsockให้ใหม่,2025-10-15 11:20:10,2025-10-15 11:35:00
29,TCSM173004250222,M18801,TCSM17,ผ้าSoxขาด,h354217,เปลี่ยนผ้าsockให้ใหม่,2025-04-30 02:22:19,2025-04-30 02:38:00
5,BNS140611240303,M08201,BNS14,BDR off cantering เนื่องจากผ้าซ็อกหลุด,H355773,เปลี่ยนผ้าsockใหม่,2024-11-06 03:03:40,2024-11-06 03:15:00
6,TCSM130611241648,M05102,TCSM13,เปลื่ยนผ้า Shcok,h354217,เปลี่ยนผ้าsockใหม่,2024-11-06 16:48:34,2024-11-06 17:00:00
10,TCSM171008252124,M18801,TCSM17,ผ้าSoxขาด,h354217,เปลี่ยนผ้าsockใหม่,2025-08-10 21:24:53,2025-08-10 21:30:00
11,TCSM171112231924,M18801,TCSM17,ผ้าSoxขาด,h354217,เปลี่ยนผ้าsockใหม่,2023-12-11 19:24:00,2023-12-11 19:48:00
12,TCSM171207232356,M18801,TCSM17,ผ้าSoxขาด,h354217,เปลี่ยนผ้าsockใหม่,2023-07-12 23:56:36,2023-07-13 00:14:00
22,TCSM132209230941,M05102,TCSM13,ผ้าshockขาด,h354256,เปลี่ยนผ้าsockใหม่,2023-09-22 09:41:10,2023-09-22 10:02:00
22,TCSM172207252017,M18801,TCSM17,ผ้าsock ชำรุด-ขาด,h354217,เปลี่ยนผ้าsockใหม่,2025-07-22 20:17:13,2025-07-22 20:30:00
28,TCSM122804241816,M42202,TCSM12,ผ้า shock ขาด,h354217,เปลี่ยนผ้าsockใหม่,2024-04-28 18:16:10,2024-04-28 18:34:00
28,TCSM132808232119,M05102,TCSM13,เปลื่ยนผาซ็อก,้354217,เปลี่ยนผ้าsockใหม่,2023-08-28 21:19:46,2023-08-28 21:30:00
22,PAP202210221928,M01103,PAP20,B/D รั่ว,h354217,เปลี่ยนยBladder trun up ใหม่,2022-10-22 19:28:27,2022-10-22 20:30:00
20,PAP112003240823,M01103,PAP11,Follow ลมใต้ท้องยางเยอะ,h354217,เปลี่ยนยางRubber croe ใหม่,2024-03-20 08:23:54,2024-03-20 08:38:00
24,TCSM172401260913,M18801,TCSM17,เซนเตอพาคเกย,h351821,เปลี่ยนย้ายแผ่น  Senter part,2026-01-24 09:13:07,2026-01-24 10:00:00
20,B12001260721,,B1,ลูก Beltหลวมน๊อตคลาย,h351821,เปลี่ยนลูก  Belt,2026-01-20 07:21:54,2026-01-20 08:20:00
4,B20401240800,,B2,ลูกBellติด,h354214,เปลี่ยนลูกBell ใหม่,2024-01-04 08:00:10,2024-01-04 08:29:00
31,BNS183103241223,M13105,BNS18,Drum ล้าง ลูกปืนตัวรีดBDR แตก,้h351821,เปลี่ยนลูกปืน,2024-03-31 12:23:54,2024-03-31 13:00:00
19,BNS212003240606,M08401,BNS21,Drumฝั่ง Table Post  แฟริ่งแตก,h351821,เปลี่ยนลูกปืนขาดรั้ม,2024-03-20 06:06:20,2024-03-20 06:50:00
28,PAP132810220735,M01103,PAP13,B/D ด้านR Turn up ไม่ขึ้น,h354217,เปลี่ยนวาล์ว.ใหม่,2022-10-28 07:35:22,2022-10-28 08:30:00
20,BNS162004250912,M15702,BNS16,BDR  บล็อคลม,H353350,เปลี่ยนวิธีการ swab จากที่ swab ทิ้งไว้เปลี่ยนเป็นให้ swab ก่อนปู BDR ) ชิ้นงานมาความเหนียวไม่ปกติครับ ( ท้าย lot.การรัน 15-04-2025 ) ครับ,2025-04-20 09:12:19,2025-04-20 09:20:00
20,BNS162003241830,M13301,BNS16,Fange หลุด ตอนรีด,h351821,เปลี่ยนสปริง  เปลี่ยนขาใหม่  Follow สร้างจึงใช้เวลามาก,2024-03-20 18:30:01,2024-03-20 23:00:00
25,TCSM132503232053,M05102,TCSM13,เปลื่อนสปริง,H355773,เปลี่ยนสปริง Center part,2023-03-25 20:53:58,2023-03-25 21:10:00
22,TCSM132202240717,M05102,TCSM13,Center Part  เกย,้้้h354217,เปลี่ยนสปริงใหม่,2024-02-22 07:17:38,2024-02-22 07:30:00
27,TCSM132703241343,M05102,TCSM13,Center part เกย,h351821,เปลียนสปริงใหม่  สลับแผ่น  centerplat,2024-03-27 13:43:14,2024-03-27 14:20:00
7,PAP130707260817,M42202,PAP13,สปริง ถาด NC หลุด,h351821,เปลี่ยนสปริงตัวล๊อคถาด  NC 6,2026-07-07 08:17:22,2026-07-07 09:30:00
4,PAP21A0411250924,M18201,PAP21A,ปรับใบมีดRICหนัก,H355773,เปลี่ยนสปริงป้อมมีด+ปรังองศาที่กดมีด RIC,2025-11-04 09:24:02,2025-11-04 10:35:00
13,PAP121306250804,M42202,PAP12,ถาดล็อค NC ล็อคไม่อยู่,H355773,เปลี่ยนสปริงล็อคถาดNCใหม่,2025-06-13 08:04:38,2025-06-13 08:15:00
27,B32703241016,,B3,Drum ยุบตัว,h352944,เปลี่ยนสปริงลูกบอล  ประคองสร้างรอดรั้มซ่อม,2024-03-27 10:16:02,2024-03-27 11:00:00
17,BNS161701231354,M13301,BNS16,แฟรงค์หลุด,H355773,เปลี่ยนสริงให้ใหม่,2023-01-17 13:54:56,2023-01-17 14:00:00
27,B32705241253,,B3,แกนสลัก Drum แน่น,H355773,เปลี่ยนสลักDrumใหม่,2024-05-27 12:53:42,2024-05-27 13:30:00
20,PAP132001250856,M05102,PAP13,สลักสปริงใบมีดGIหัก,H355773,เปลี่ยนสลักกดสปริงมีดGIใหม่,2025-01-20 08:56:32,2025-01-20 09:20:00
27,PAP192711251407,M20101,PAP19,ใบมีดGiด้านRตัดชิ้นงานไม่ขาด,H355773,เปลี่ยนสลักทองเหลืองตัวกดมีด,2025-11-27 14:07:27,2025-11-27 14:30:00
2,BNS160311250129,M20001,BNS16,น็อตสกูล Flange ขาด,H353362,เปลี่ยนสลักสกรู drum tsm AR ใหม่,2025-11-03 01:29:04,2025-11-03 02:00:00
10,TCSM111106230212,M01103,TCSM11,สายลมหลุด,H353362,เปลี่ยนสายลม extensure ด้าน R,2023-06-11 02:12:41,2023-06-11 02:30:00
20,TCSM172106260226,M05102,TCSM17,สายลมหัวดั้มแตก,H355773,เปลี่ยนสายลม12mm.ให้ใหม่,2026-06-21 02:26:19,2026-06-21 03:00:00
8,PAP120804261040,M20101,PAP12,ลมรั่วหัวฟิตติ่งแตก,H353362,เปลี่ยนสายลมและ fitting ใหม่ (operator เปิด BMAย้อนหลัง,2026-04-08 10:40:50,2026-04-08 09:00:00
27,BNS142706261619,M08201,BNS14,สายลมflange ฝั่งdrum Rolldown แตก,h354217,เปลี่ยนสายลมให้ใหม่,2026-06-27 16:19:39,2026-06-27 16:30:00
29,PAP183008230121,M19501,PAP18,สานลมรั่ว,h352944,เปลี่ยนสายลมให้ใหม่,2023-08-30 01:21:51,2023-08-30 01:35:00
28,TCSM112801231949,M01103,TCSM11,สายลมฟิตติ้งรั่ว,้h354217,เปลี่ยนสายลมใหม่,2023-01-28 19:49:10,2023-01-28 20:30:00
23,BNS182404260627,M21701,BNS18,มีน้ำมัน อยู่ในท้องยาง,้h354217,เปลี่ยนสายลมท้องยางให้ใหม่,2026-04-24 06:27:57,2026-04-24 07:17:00
11,TCSM121109250925,M01103,TCSM12,หัว คอนโทนพร้อย มีเสียงดัง,h354217,เปลี่ยนหัว center point ใหม่,2025-09-11 09:25:26,2025-09-11 09:45:00
7,TCSM130701250929,M05102,TCSM13,เปลี่ยนน็อตหัว contronpoint,h354217,เปลี่ยนหัวcenter point ใหม่,2025-01-07 09:29:17,2025-01-07 10:03:00
16,TCSM131702230253,M05102,TCSM13,เปลื่อนหัว Drum Contonpier,้h354217,เปลี่ยนหัวcenter point ใหม่,2023-02-17 02:53:25,2023-02-16 03:20:00
9,TCSM130906231210,M05102,TCSM13,เปลื่ยนพลาสติกหัว Drum,h354217,เปลี่ยนหัวพลาสติกCenter point ใหม่,2023-06-09 12:10:29,2023-06-09 12:30:00
21,PAP172111242359,M18801,PAP17,Spicier ดึงชิ้นงานไม่ติด,H353362,เปลี่ยนอะไหล่ ให้ใหม่ ทั้งตัว,2024-11-21 23:59:58,2024-11-22 02:00:00
20,PAP202008221238,M18801,PAP20,B/D DUMP รั่ว,้h354217,เปลี่ยนอันใหม่,2022-08-20 12:38:54,2022-08-20 12:55:00
22,PAP162207251340,M20001,PAP16,รัดขอบBead BT ไหล,h354217,เปลี่ยมmonchon /ปรับค่าET ติดลบ1,2025-07-22 13:40:03,2025-07-22 14:00:00
25,BNS192611230520,M01103,BNS19,B/D รั่ว,H353362,เปลีียน b/d mtg,2023-11-26 05:20:00,2023-11-26 06:00:00
25,TCSM132603240000,M05102,TCSM13,เปลี่ยนผ้า sock ใหม่,H353362,เปลีียน sock ใหม่,2024-03-26 00:00:16,2024-03-26 00:15:00
5,BNS180508240952,M19001,BNS18,แผ่น safety Drum ล่างแตก,H353362,เปลีียนแผ่น safety,2024-08-05 09:52:36,2024-08-05 10:15:00
15,PAP171503240753,M01103,PAP17,B/D ด้าน R เสียรูป,H353362,เปลึยน b/d turn-up ด้าน R,2024-03-15 07:53:17,2024-03-15 08:30:00
19,B11909241136,,B1,Drum ยุบ,H353362,เปลึยน drum ใหม่,2024-09-19 11:36:41,2024-09-19 12:30:00
6,PAP21A0609251859,M08201,PAP21A,Post Gi  น๊อตแน่นเกิน,h354256,เปลื่ยน บูธ ทองเหลือง,2025-09-06 18:59:20,2025-09-06 19:10:00
1,PAP200110241735,M19001,PAP20,SAFTEY cabon B/D push แตก,h354256,เปลื่ยนSafety carbonและทำความสะอาด safety bolw,2024-10-01 17:35:36,2024-10-01 17:55:00
10,PAP21B1004250920,M08201,PAP21B, Bladder Turn  UP  R เสียรูป,h351821,เปิด  BMA ซ้ำกัน,2025-04-10 09:20:51,2025-04-10 10:00:00
9,BNS210908231111,M08201,BNS21,วิท BA OFF 5 มิล,H353350,เปิด BMA แจ้ง sector 4 ให้มาทำการ calibrate head robot ให้ใหม่ครับ,2023-08-09 11:11:09,2023-08-09 12:00:00
2,RZB20202240713,M08401,RZB2,teuseไม่สุด RZB2,H353350,เปิด BMA แจ้ง sector 4 ครับ,2024-02-02 07:13:50,2024-02-02 08:00:00
7,RZB20707230926,M15501,RZB2,stap 3 ค้าง,H353350,เปิด BMA แจ้ง sector 4 ครับ,2023-07-07 09:26:03,2023-07-07 10:00:00
16,BNS141606250747,M08201,BNS14,ยางออกไม่ตรงซีเรียล,H353350,เปิด BMA แจ้ง sector 4 ครับ,2025-06-16 07:47:42,2025-06-16 08:00:00
17,BNS141702240815,M08201,BNS14,ปู BA เสร็จแล้วเป็นขุย,H353350,เปิด BMA แจ้ง sector 4 ครับ,2024-02-17 08:15:06,2024-02-17 08:20:00
24,PAP21B2402250906,M08201,PAP21B,Step post rich เหยียบลอก ชิ้นงานไม่ได้,H353350,เปิด BMA แจ้ง sector 4 มาปรับ photo cell ให้ใหม่ครับ,2025-02-24 09:06:55,2025-02-24 10:00:00
2,TCSM130209220748,M05102,TCSM13,follow drum,็353350,เปิด BMA แจ้ง sector4 ครับ,2022-09-02 07:48:41,2022-09-02 08:00:00
21,TCSM172104232355,M18801,TCSM17,โพสdxyออฟ,H353350,เปิด BMA แจ้ง sector4 ครับ,2023-04-21 23:55:35,2023-04-22 02:58:00
4,RZB30410221032,M18801,RZB3,เปลื่ยนไซส์ไม่ได้,H353350,เปิด BMA แจ้งไปทาง sec.4,2022-10-04 10:32:52,2022-10-04 10:55:00
17,PAP121706231139,M01103,PAP12,Scrap ปลอก ไฟดับ,H353350,เปิด BMA แจ้งไปทาง Sector4 ครับ,2023-06-17 11:39:33,2023-06-17 11:45:00
20,BNS212004230804,M08201,BNS21,baz ผลิก Robot error,H353350,เปิด BMA แจ้งไปทาง Sector4 ครับ,2023-04-20 08:04:48,2023-04-20 09:00:00
17,TCSM121806230040,M01103,TCSM12,ROLLOW รีด ปีกBDR  ไม่สุด,H353350,"เปิด BMA แจ้งไปทาง Sector4 ครับ
ทำการ Calibrate rolling down ให้ใหม่ครับ",2023-06-18 00:40:49,2023-06-18 01:05:00
20,RZB12009231158,M18801,RZB1,RZB1 (ใหม่) แขนขึ้นไม่เท่ากัน,H353350,เปิด BMA แจ้งทาง Sector 4 ครับ,2023-09-20 11:58:22,2023-09-20 13:00:00
23,BNS212309241617,M15103,BNS21,BA ปูหลุดขอบ,H353350,เปิด BMA แจ้งทาง Sector 4 ครับ,2024-09-23 16:17:04,2024-09-23 16:30:00
3,RZB20308231731,M08201,RZB2,teuseสเต็ป3ไม่สุด ไซร์30,H353350,เปิด BMA แล้วโทรแจ้ง Sec.4 ครับ,2023-08-03 17:31:52,2023-08-03 18:00:00
28,PAP212808231522,M18201,PAP21,D/B แตกด้าน AR,H353350,เปิด BMA แล้วโทรแจ้ง Setter ครับ,2023-08-28 15:22:02,2023-08-28 15:30:00
27,BNS212710221227,M08201,BNS21,ปู BF แล้วชิ้นงาน BF  OFF center,H353350,เปิด BMA และแจ้ง sec.4 ให้มา calibrate haed robot ให้ใหม่ครับ,2022-10-27 12:27:32,2022-10-27 13:00:00
19,TCSM171907251741,M18801,TCSM17,Extenser ยุบตัวตอน centerpart กางสุด,H353350,เปิด BMA และโทรแจ้ง setter กับ sector 4 มาช่วยวิเคราะห์หาสาเหตุ ) ช่างมาเฝ้าไม่เป็นครับ,2025-07-19 17:41:18,2025-07-19 18:00:00
27,PAP21A2708252201,M08201,PAP21A,RZB6,H353350,เปิด BMA ซ้ำครับ,2025-08-27 22:01:54,2025-08-27 00:00:00
14,RZB21407232353,M18201,RZB2,Size 24 ไม่ Teuse Step 2,H353350,เปิด BMฤ c0h sector 4 ครับ,2023-07-14 23:53:40,2023-07-15 01:00:00
19,TCSM112009220119,M01103,TCSM11,สปิงExtensorหลุด,้h354217,เปิดJEE ออก มาเปลี่ยนSpring ใหม่,2022-09-20 01:19:58,2022-09-20 02:35:00
17,TCSM121802260025,M01103,TCSM12,Extensor ด้านAR สปิงหลุด,H355773,เปิดJeeด้านในออกพบสปริงเริ่มชำรุดเปลี่ยนสปริงใหม่2ตัว,2026-02-18 00:25:50,2026-02-18 01:10:00
12,BNS141209232124,M08201,BNS14,ยิงชิ้นงาน NSP ไม่เข้า TBL2,H353350,เปิดใช้งาน Degraded mode ให้ใช้งานครับ,2023-09-12 21:24:30,2023-09-12 22:00:00
19,BNS141909231430,M08201,BNS14,ยิงชิ้นงานแล้วแดง ในTBL2,H353350,เปิดใช้งาน Degraded mode ให้ใช้งานครับ,2023-09-19 14:30:10,2023-09-19 14:35:00
19,PAP141909231435,M08201,PAP14,TBL2 Error,H53350,เปิดใช้งาน Degraded mode ให้ใช้งานครับ,2023-09-19 14:35:29,2023-09-19 14:40:00
3,BNS190302251947,M01103,BNS19,BDR พับยับ,H353350,เปิดใช้งาน nozzle คู่เดียว * คู่ล่าง * ปรับระยะขา spray คู่บน 220 mm. / องศา nozzle 60 องศา,2025-02-03 19:47:18,2025-02-03 20:15:00
13,B31312252109,,B3,เปลี่ยนแกนชาร์ป และเปลี่ยน size(647),H353350,เปิดใบงานไปให้ setter,2025-12-13 21:09:58,2025-12-13 21:10:00
20,B22002262028,,B2,Size Change 611,H353350,เปิดใบงานไปให้ setter ครับ,2026-02-20 20:28:08,2026-02-20 20:29:00
5,TCSM130509240807,M05102,TCSM13,ผ้าชอคขาด,H353350,เปิดให้ทาง setter ครับ,2024-09-05 08:07:27,2024-09-05 09:00:00
7,BNS210702242014,M18201,BNS21,Table Faults,H353350,เปิดงานให้ sector 4 ครับ,2024-02-07 20:14:43,2024-02-07 20:30:00
6,BNS180602240745,M13105,BNS18,ba ตู้ขวาไหลไม่หยุด,H353350,เปิดงานให้ทาง sector 4 ครับ,2024-02-06 07:45:51,2024-02-06 09:00:00
25,TCSM172508241243,M20101,TCSM17,ผ้า Sock ขาด,H353350,เปิดงานใหม่ให้ setter ครับ,2024-08-25 12:43:20,2024-08-25 13:00:00
23,TCSM172305261250,M18801,TCSM17,เซนเตอพาคเกย,h354256,เปิดงานช้ำ,2026-05-23 12:50:23,2026-05-23 12:52:00
17,B71712252221,,B7,ขยับเทลต้อก,H355773,เปิดงานผิดเครื่อง,2025-12-17 22:21:37,2025-12-17 22:22:00
9,PAP190906242008,M19001,PAP19,ลมรั่วที่ DRUM ด้านR,h354217,เปี่ยนBladder Extension ด้านR,2024-06-09 20:08:06,2024-06-10 01:00:00
26,BNS192602241333,M20101,BNS19,Bladder MTG รั่ว,h354217,เปี่ยนBladder MTGใหม่,2024-02-26 13:33:03,2024-02-26 14:49:00
29,PAP192907251244,M19001,PAP19,B/D ด้าน R Turnup เสียรูป,h354217,เปี่ยนbladder trun up ใหม่ด้านR,2025-07-29 12:44:39,2025-07-29 13:17:00
27,BNS182710231024,M19001,BNS18,sock ชำรุด,h354217,เปี่ยนSockใหม่,2023-10-27 10:24:01,2023-10-27 10:45:00
17,PAP211708230932,M18201,PAP21,ใบมีดด้านRตัดไม่ขาด,้h354217,เปี่ยนใบมีดใหม่,2023-08-17 09:32:17,2023-08-17 10:00:00
10,PAP181012241939,M01103,PAP18,เข้าโปรแกรมFYTไม่ได,h355622,เพิ่ม BOM ให้มีตัวอักษร 4 ตัว,2024-12-10 19:39:49,2024-12-10 20:00:00
2,PAP130304240117,M18801,PAP13,Turn บล็อคลมด้าน AR,H353350,เพิ่ม high pressure จาก 2500 g. เป็น 3000 g. ครับ,2024-04-03 01:17:43,2024-04-03 02:30:00
9,PAP120902241902,M42202,PAP12,Step รีด Turn รีดแล้วเป็นลม,H353350,เพิ่ม high pressure อีก 500 g. ครับ,2024-02-09 19:02:19,2024-02-09 19:35:00
4,BNS200412240924,M20201,BNS20,"FYT ชิ้นงาน D36,D37 ไม่มี L,R",h355622,เพิ่ม Post ชิ้นงาน ใน BOM,2024-12-04 09:24:50,2024-12-04 09:30:00
10,PAP21B1005250952,M15103,PAP21B,post ชิ้น ric 2 ไม่มีซ้ายขวา,h355622,เพิ่ม Poste ในระบบ FYTg,2025-05-10 09:52:35,2025-05-10 11:00:00
26,PAP142610221718,M08201,PAP14,turn up ไม่ขึ้น,H353350,เพิ่ม pressue turn up เดิมจาก 800 g. เป็น 1000 g.และ balance flow ครับ,2022-10-26 17:18:26,2022-10-26 18:00:00
29,BNS162903241018,M18201,BNS16,BDR รีดบล็อคลม,h355622,"เพิ่ม Pressure  step Rolling down zone 3 
จาก2000 ป็น 2100",2024-03-29 10:18:33,2024-03-29 10:20:00
21,PAP122110231630,M12302,PAP12,Bladder turn up แล้ว บล็อคลม,h355622,เพิ่ม Pressure Bladder Turn up 2000เป็น2500,2023-10-21 16:30:38,2023-10-21 16:00:00
21,BNS162108251623,M15702,BNS16, follow center Off,H353350,เพิ่ม pressure carcass ขึ้น 150 g.ครับ,2025-08-21 16:23:10,2025-08-21 17:00:00
31,PAP123108231136,M12302,PAP12,bladder trun up อ่อน,H353350,เพิ่ม Pressure high pressure อีก 0.5 bar.,2023-08-31 11:36:29,2023-08-31 12:25:00
23,BNS142410240229,M06201,BNS14,Carcass off centering,H353350,เพิ่ม pressure preconform จาก 0.26 เป็น 0.29 ครับ,2024-10-24 02:29:45,2024-10-24 03:00:00
26,PAP142607242123,M15501,PAP14,B/D Trun up ด้าน R ขึ้นช้า setter แจ้งปรับ time ใหม่,H353350,เพิ่ม pressure push bladder อีก 300 g. ครับ,2024-07-26 21:23:48,2024-07-26 22:00:00
24,TCSM122508230648,M42202,TCSM12,ลมไต้ชิ้นงาน,H353350,เพิ่ม Pressure rolling down zone3 อีก 500 g. ครับ,2023-08-25 06:48:57,2023-08-25 07:10:00
19,BNS141909231647,M08201,BNS14,BDR บล็อคลม,H353350,เพิ่ม pressure rolling down zone4 จาก 1500 เป็น 1900 ครับ ( BDR ความเหนียวลดลง ),2023-09-19 16:47:47,2023-09-19 17:00:00
